user_id,task_index,video_id,condition,n_frames,frame_accuracy,action_0_fraction,mean_selected_event_l1,status,episode_fingerprint,trace_fingerprint,action_1_fraction,action_2_fraction,action_3_fraction,seed,run_path
P189,0,P189--condom-box--clutter--YWtyCgc2eo_vJn8Q81d9zO8tYVkXXRt4yajDmQKh22A,gain,100,0.73,,113.39706404632943,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,1.0,,,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--condom-box--clutter--lSqzRra_NR-okkaGM3ZFalWW4x4nqOoXq4ryWcU25nw,gain,100,0.72,,116.47098314533216,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,1.0,,,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--headband--clutter--Er9sRq_7lfKP2RKu1RpXF7hQu0Yj2Lga-exbTBkRt0o,gain,100,0.93,,116.4939477909208,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,1.0,,,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--headband--clutter--K9zY_L91JLrnwVVCSk9R79e1hw5SbP9MbKVDD1Gsuo0,gain,100,0.8,,119.78902360179816,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,1.0,,,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--keys--clutter--kTWsTv8oIXam4Ge8SKPu6KzCPJ5y6eN1tzZ4eCvzXpU,gain,100,1.0,,119.18496905210728,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,1.0,,,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--keys--clutter--o-OQ3tAnGPM2My61RC_t2lIonk_VEdZwACaboV7XxZ4,gain,100,1.0,,118.48829663377502,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,1.0,,,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--pinesol-cleaner--clutter--ah422q6GfQfm7Ye0WsXJch9hpdFZViYkBdhSxrmW4Qw,gain,100,0.76,,118.04716073104731,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,1.0,,,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--pinesol-cleaner--clutter--tla5SFECdB6X9nvRX-eAMb6z0ij6_fgmfg22qXx_C40,gain,100,0.72,,116.38138611398163,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,1.0,,,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--pocket-magnifying-glass--clutter--7fEvPkzY-2A6YOzfJJBxrW_1h12qj3Ylcoj7jwKXCOY,gain,100,0.73,,114.1144885097158,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,1.0,,,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--pocket-magnifying-glass--clutter--HxHanLJrx6KMUVJ1oe7ISuDVO51LOeiU186O2YRhur4,gain,100,0.11,,119.10386252871253,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,1.0,,,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--condom-box--clutter--YWtyCgc2eo_vJn8Q81d9zO8tYVkXXRt4yajDmQKh22A,delta,100,0.52,,107.5936281712317,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,1.0,,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--condom-box--clutter--lSqzRra_NR-okkaGM3ZFalWW4x4nqOoXq4ryWcU25nw,delta,100,0.54,,110.59712952100016,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,1.0,,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--headband--clutter--Er9sRq_7lfKP2RKu1RpXF7hQu0Yj2Lga-exbTBkRt0o,delta,100,1.0,,109.82156217793288,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,1.0,,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--headband--clutter--K9zY_L91JLrnwVVCSk9R79e1hw5SbP9MbKVDD1Gsuo0,delta,100,1.0,,112.92754149838812,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,1.0,,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--keys--clutter--kTWsTv8oIXam4Ge8SKPu6KzCPJ5y6eN1tzZ4eCvzXpU,delta,100,0.54,,112.97592022305766,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,1.0,,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--keys--clutter--o-OQ3tAnGPM2My61RC_t2lIonk_VEdZwACaboV7XxZ4,delta,100,0.34,,112.53415709308643,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,1.0,,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--pinesol-cleaner--clutter--ah422q6GfQfm7Ye0WsXJch9hpdFZViYkBdhSxrmW4Qw,delta,100,0.75,,111.98490601195792,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,1.0,,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--pinesol-cleaner--clutter--tla5SFECdB6X9nvRX-eAMb6z0ij6_fgmfg22qXx_C40,delta,100,0.96,,110.62477332836598,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,1.0,,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--pocket-magnifying-glass--clutter--7fEvPkzY-2A6YOzfJJBxrW_1h12qj3Ylcoj7jwKXCOY,delta,100,0.92,,108.39750173226554,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,1.0,,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--pocket-magnifying-glass--clutter--HxHanLJrx6KMUVJ1oe7ISuDVO51LOeiU186O2YRhur4,delta,100,0.19,,113.47449686452474,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,1.0,,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--condom-box--clutter--YWtyCgc2eo_vJn8Q81d9zO8tYVkXXRt4yajDmQKh22A,temporal,100,0.64,,109.0715891495854,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--condom-box--clutter--lSqzRra_NR-okkaGM3ZFalWW4x4nqOoXq4ryWcU25nw,temporal,100,0.63,,112.10267587449354,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--headband--clutter--Er9sRq_7lfKP2RKu1RpXF7hQu0Yj2Lga-exbTBkRt0o,temporal,100,0.76,,111.42655884022464,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--headband--clutter--K9zY_L91JLrnwVVCSk9R79e1hw5SbP9MbKVDD1Gsuo0,temporal,100,0.51,,114.67395302481468,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--keys--clutter--kTWsTv8oIXam4Ge8SKPu6KzCPJ5y6eN1tzZ4eCvzXpU,temporal,100,1.0,,114.61958956857453,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--keys--clutter--o-OQ3tAnGPM2My61RC_t2lIonk_VEdZwACaboV7XxZ4,temporal,100,1.0,,114.29638937356997,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--pinesol-cleaner--clutter--ah422q6GfQfm7Ye0WsXJch9hpdFZViYkBdhSxrmW4Qw,temporal,100,0.68,,113.39740687315668,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--pinesol-cleaner--clutter--tla5SFECdB6X9nvRX-eAMb6z0ij6_fgmfg22qXx_C40,temporal,100,0.57,,111.92343564111728,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--pocket-magnifying-glass--clutter--7fEvPkzY-2A6YOzfJJBxrW_1h12qj3Ylcoj7jwKXCOY,temporal,100,0.85,,109.7911796644324,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--pocket-magnifying-glass--clutter--HxHanLJrx6KMUVJ1oe7ISuDVO51LOeiU186O2YRhur4,temporal,100,0.16,,114.98043865182372,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--condom-box--clutter--YWtyCgc2eo_vJn8Q81d9zO8tYVkXXRt4yajDmQKh22A,train_fixed_best,100,0.64,,109.0715891495854,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--condom-box--clutter--lSqzRra_NR-okkaGM3ZFalWW4x4nqOoXq4ryWcU25nw,train_fixed_best,100,0.63,,112.10267587449354,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--headband--clutter--Er9sRq_7lfKP2RKu1RpXF7hQu0Yj2Lga-exbTBkRt0o,train_fixed_best,100,0.76,,111.42655884022464,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--headband--clutter--K9zY_L91JLrnwVVCSk9R79e1hw5SbP9MbKVDD1Gsuo0,train_fixed_best,100,0.51,,114.67395302481468,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--keys--clutter--kTWsTv8oIXam4Ge8SKPu6KzCPJ5y6eN1tzZ4eCvzXpU,train_fixed_best,100,1.0,,114.61958956857453,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--keys--clutter--o-OQ3tAnGPM2My61RC_t2lIonk_VEdZwACaboV7XxZ4,train_fixed_best,100,1.0,,114.29638937356997,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--pinesol-cleaner--clutter--ah422q6GfQfm7Ye0WsXJch9hpdFZViYkBdhSxrmW4Qw,train_fixed_best,100,0.68,,113.39740687315668,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--pinesol-cleaner--clutter--tla5SFECdB6X9nvRX-eAMb6z0ij6_fgmfg22qXx_C40,train_fixed_best,100,0.57,,111.92343564111728,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--pocket-magnifying-glass--clutter--7fEvPkzY-2A6YOzfJJBxrW_1h12qj3Ylcoj7jwKXCOY,train_fixed_best,100,0.85,,109.7911796644324,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--pocket-magnifying-glass--clutter--HxHanLJrx6KMUVJ1oe7ISuDVO51LOeiU186O2YRhur4,train_fixed_best,100,0.16,,114.98043865182372,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--condom-box--clutter--YWtyCgc2eo_vJn8Q81d9zO8tYVkXXRt4yajDmQKh22A,reward_only_local,100,0.64,,109.0715891495854,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--condom-box--clutter--lSqzRra_NR-okkaGM3ZFalWW4x4nqOoXq4ryWcU25nw,reward_only_local,100,0.63,,112.10267587449354,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--headband--clutter--Er9sRq_7lfKP2RKu1RpXF7hQu0Yj2Lga-exbTBkRt0o,reward_only_local,100,0.76,,111.42655884022464,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--headband--clutter--K9zY_L91JLrnwVVCSk9R79e1hw5SbP9MbKVDD1Gsuo0,reward_only_local,100,0.51,,114.67395302481468,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--keys--clutter--kTWsTv8oIXam4Ge8SKPu6KzCPJ5y6eN1tzZ4eCvzXpU,reward_only_local,100,1.0,,114.61958956857453,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
P189,0,P189--keys--clutter--o-OQ3tAnGPM2My61RC_t2lIonk_VEdZwACaboV7XxZ4,reward_only_local,100,1.0,,114.29638937356997,complete,c57ba7c274caed58228f9d3a781fea976c2f43174d74e8e56381ac20a7c79bbd,dd3d682413aefb3f7da78deb55fac49c040b5894e49dc091f300e2cd643b7c26,,,1.0,3300,/home/spco/sow_linear/exp33_runs/smoke_v1/runs/exp33_orbit_streaming_fewshot/seed_3300/20260723T170829.196749Z_smoke
