seed,task_variant,local_matched_gain,local_natural_gain,exact_matched_gain,exact_natural_gain,bptt_matched_gain,bptt_natural_gain,local_test_loss_change,local_update_cosine
26,current,-0.008333333333333304,0.0,0.0,0.0,0.0,0.008333333333333304,-0.010664683520637486,0.8228581241277868
27,current,0.018379281537176384,0.026315789473684292,0.035923141186299135,0.026315789473684292,0.026315789473684292,0.035923141186299135,-0.01640065275503455,0.7626462228586781
28,current,-0.010044642857142794,-0.0011160714285713969,-0.010044642857142794,-0.0011160714285713969,0.0,0.006696428571428603,-0.024347982095850096,0.7603753370492012
29,current,0.01492537313432829,0.007462686567164201,0.007462686567164201,0.007462686567164201,0.007462686567164201,0.007462686567164201,-0.018772595648538726,0.6506388843670845
0,delayed,0.009615384615384581,0.0,-0.028846153846153744,0.0,0.009615384615384581,-0.004524886877828038,-0.004308734717186624,0.3153680087660171
1,delayed,-0.11624026696329248,0.008064516129032251,-0.0431034482758621,0.008064516129032251,-0.0005561735261401246,0.008064516129032251,0.05643654150601968,0.7963359893267987
2,delayed,-0.028846153846153855,0.0,0.0,0.0,-0.007352941176470673,0.03789592760180993,-0.008221117269013978,0.2988060792398713
3,delayed,0.024590163934426257,0.0,0.0,0.0,0.0,0.04153931647679909,0.005439273107361253,0.5391310757095612
4,delayed,0.02020202020202022,0.0,0.01683501683501676,0.0,0.00925925925925919,0.062289562289562284,-0.0011525755915228197,0.4107128693933905
5,delayed,0.00925925925925919,0.0,0.00925925925925919,0.0,0.00925925925925919,0.0033670033670032407,-0.0020140743762264712,0.31193242748019945
6,delayed,0.0118778280542986,0.0,0.009615384615384581,0.0,0.0118778280542986,0.03337104072398178,0.001375673729917204,0.4129111066317168
7,delayed,0.0,0.0,0.0062937062937062915,0.0,0.015384615384615441,0.013986013986014068,0.0022620133917881646,0.2819696451952764
8,delayed,-0.03341687552213868,0.0,-0.024644945697577247,0.0,0.0,0.018379281537176384,0.005078538390298926,0.25734801063140567
9,delayed,0.0,0.0,0.0,0.0,0.0,0.014705882352941235,-0.00021338102852530572,0.19160960778019326
10,delayed,-0.0011160714285713969,0.0,0.0078125,0.0,0.015625,0.014508928571428603,-0.000759866050437985,0.29795650855671774
11,delayed,-0.060839160839160966,0.0,-0.0531468531468533,-0.007692307692307776,0.0013986013986013734,0.016083916083915906,-0.008674806701645499,0.6735233728321546
12,delayed,-0.008620689655172376,0.0,-0.008620689655172376,0.0,-0.01724137931034475,0.017241379310344862,0.0003591184475800757,0.18865691464146034
13,delayed,-0.0029838022165387112,0.0,0.009377664109121997,0.0,0.023870417732310356,0.021739130434782705,0.0046818395644938615,0.48322285201422444
14,delayed,0.009803921568627527,0.0,0.0,0.0,0.0,0.03367433930093788,-0.002602893907990178,0.3195887350390719
15,delayed,0.005714285714285672,0.0,0.005714285714285672,0.0,0.010000000000000009,0.03142857142857136,-0.0004367932857129997,0.6409747753235351
16,delayed,0.0,0.0,0.0,0.0,0.0,0.007692307692307665,-0.0013839955559393768,0.4210108090971207
17,delayed,0.016666666666666607,0.0,-0.008333333333333304,0.0,0.008333333333333304,0.01666666666666672,-0.001003558415585526,0.2917520886430811
18,delayed,-0.007936507936507908,0.0,0.0,0.0,0.0,0.027151211361737704,0.00044404769340355976,0.3741409350281282
19,delayed,-0.018881118881118875,0.0,-0.01748251748251739,0.00909090909090915,0.0,-0.004895104895104807,0.008895745899507368,0.7883020771370832
20,delayed,-0.024553571428571397,0.0,0.008928571428571397,0.0,0.0,0.0479910714285714,-0.0027353613724290238,0.3642694176593053
21,delayed,0.00819672131147553,0.0,0.00819672131147553,0.0,0.00819672131147553,-0.017504862461794946,-0.004986073386242129,0.45921749096597664
22,delayed,0.0,0.0,0.008620689655172376,0.008620689655172376,0.008620689655172376,0.024749721913236877,-0.0014209561605562637,0.41677755287149654
23,delayed,0.0005561735261401246,0.0,0.0,0.008064516129032251,-0.016685205784204737,0.008064516129032251,0.0017878768339566475,0.32491745680906525
24,delayed,-0.06979977753058941,0.0,-0.03754171301446041,0.008064516129032251,0.008064516129032251,0.002780867630700845,0.02239834710565125,0.68966907660066
25,delayed,-0.05812013348164635,0.008620689655172376,-0.025305895439377224,0.008620689655172376,0.008620689655172376,-0.008620689655172487,0.01414868667672664,0.7307630211491203
26,delayed,-0.008333333333333415,0.0,0.0,0.0,0.0,0.033333333333333326,7.135001104940919e-06,0.37120234082345416
27,delayed,0.00877192982456132,0.0,0.0,0.0,0.0,0.0350877192982455,-0.0017697245938939066,0.4752577636205747
28,delayed,0.006696428571428603,0.0,-0.008928571428571397,0.0078125,0.0,-0.0044642857142858094,0.00047038014494116265,0.5195258677775672
29,delayed,-0.032244438186426305,0.0,-0.017319065052097904,0.007462686567164201,0.01492537313432829,0.007040270346381328,-0.012022432726695176,0.2937796401552004
