seed,cell,comparison,nll_gain
39105,111,selected_fixed_minus_factorized_nll,0.3114168588836159
39106,111,selected_fixed_minus_factorized_nll,0.42640558341121215
39107,111,selected_fixed_minus_factorized_nll,0.48786647714577924
39108,111,selected_fixed_minus_factorized_nll,0.4163162681684276
39109,111,selected_fixed_minus_factorized_nll,0.44078533271779774
39110,111,selected_fixed_minus_factorized_nll,0.41272559585333
39111,111,selected_fixed_minus_factorized_nll,0.5057710810285387
39112,111,selected_fixed_minus_factorized_nll,0.35549568864383563
39113,111,selected_fixed_minus_factorized_nll,0.36424275459002553
39114,111,selected_fixed_minus_factorized_nll,0.5499249921365603
39115,111,selected_fixed_minus_factorized_nll,0.43577713404668295
39116,111,selected_fixed_minus_factorized_nll,0.37837864114368713
39117,111,selected_fixed_minus_factorized_nll,0.4031387108130906
39118,111,selected_fixed_minus_factorized_nll,0.337779565231648
39119,111,selected_fixed_minus_factorized_nll,0.4293427887422663
39120,111,selected_fixed_minus_factorized_nll,0.4248986011781404
39121,111,selected_fixed_minus_factorized_nll,0.5327957067366886
39122,111,selected_fixed_minus_factorized_nll,0.3066955969790176
39123,111,selected_fixed_minus_factorized_nll,0.4846121270966366
39124,111,selected_fixed_minus_factorized_nll,0.4635128828850186
39125,111,selected_fixed_minus_factorized_nll,0.4459397956250095
39126,111,selected_fixed_minus_factorized_nll,0.46186712852474465
39127,111,selected_fixed_minus_factorized_nll,0.4475732061278068
39128,111,selected_fixed_minus_factorized_nll,0.2688276786959729
39129,111,selected_fixed_minus_factorized_nll,0.43082439365430547
