seed,strict_unseen_generators,fixed_best_mode,routing_utility,gain_utility,low_rank_utility,fixed_best_utility,oracle_utility,gru_bptt_utility,local_three_factor_utility,local_minus_fixed_best,oracle_minus_fixed_best,gru_minus_fixed_best,local_noninferiority_contrast,local_regret,gru_regret,local_selection_accuracy,gru_selection_accuracy,local_recovered_oracle_gain,gru_recovered_oracle_gain,positive_oracle_gain_cells,local_cell_recovery_mean,gru_cell_recovery_mean,local_update_l1,local_update_l2,gru_update_l1,gru_update_l2
48,43,low_rank,0.6085271317829458,0.5455426356589147,0.748062015503876,0.748062015503876,0.8498062015503876,0.8321220930232557,0.8391472868217055,0.09108527131782947,0.10174418604651163,0.08406007751937984,0.009689922480620158,0.01065891472868217,0.01768410852713178,0.9069767441860465,0.8837209302325582,0.8952380952380953,0.8261904761904761,14,0.4970238095238094,0.4970238095238094,17616.728719374267,16.419072175238167,439.64200726938765,2.2448077881085307
49,43,low_rank,0.6315406976744186,0.5394864341085271,0.746124031007752,0.746124031007752,0.8633720930232558,0.8512596899224807,0.8575581395348837,0.11143410852713177,0.11724806201550386,0.10513565891472867,0.01763565891472868,0.005813953488372093,0.012112403100775193,0.9534883720930233,0.9302325581395349,0.9504132231404959,0.8966942148760331,13,0.8974358974358974,0.8461538461538461,17616.728719374267,16.419072175238167,439.64200726938765,2.2448077881085307
50,43,low_rank,0.6334786821705427,0.5404554263565892,0.7403100775193798,0.7403100775193798,0.8631298449612403,0.839874031007752,0.846656976744186,0.10634689922480618,0.12281976744186046,0.09956395348837209,0.008091085271317813,0.016472868217054258,0.02325581395348837,0.8837209302325582,0.8604651162790697,0.8658777120315581,0.8106508875739645,17,-2.507797890918001e-15,0.012605042016804275,17616.728719374267,16.419072175238167,439.64200726938765,2.2448077881085307
51,43,low_rank,0.6080426356589147,0.5111434108527131,0.7543604651162791,0.7543604651162791,0.855377906976744,0.8422965116279069,0.835513565891473,0.0811531007751938,0.10101744186046512,0.08793604651162791,0.00033914728682170325,0.019864341085271315,0.013081395348837207,0.813953488372093,0.8372093023255814,0.8033573141486812,0.8705035971223022,14,0.6428571428571429,0.8333333333333333,17616.728719374267,16.419072175238167,439.64200726938765,2.2448077881085307
52,43,low_rank,0.6325096899224806,0.5404554263565892,0.7366763565891472,0.7366763565891472,0.8592538759689924,0.8420542635658915,0.8476259689922482,0.11094961240310076,0.12257751937984496,0.10537790697674419,0.012887596899224793,0.011627906976744186,0.017199612403100775,0.8604651162790697,0.8604651162790697,0.9051383399209486,0.8596837944664032,16,0.6875,0.7552083333333334,17616.728719374267,16.419072175238167,439.64200726938765,2.2448077881085307
53,43,low_rank,0.6155523255813954,0.5300387596899225,0.7873062015503876,0.7873062015503876,0.896075581395349,0.8718507751937985,0.8873546511627909,0.10004844961240311,0.10876937984496124,0.08454457364341086,0.013032945736434112,0.008720930232558138,0.02422480620155039,0.9534883720930233,0.8837209302325582,0.9198218262806237,0.7772828507795101,11,0.393939393939394,0.393939393939394,17616.728719374267,16.419072175238167,439.64200726938765,2.2448077881085307
54,43,low_rank,0.6375968992248061,0.5569282945736435,0.7771317829457366,0.7771317829457366,0.8888081395348839,0.8776647286821706,0.875484496124031,0.09835271317829455,0.11167635658914728,0.10053294573643412,0.009011627906976724,0.013323643410852709,0.011143410852713177,0.9069767441860465,0.9534883720930233,0.8806941431670281,0.9002169197396965,13,0.6923076923076923,0.9230769230769231,17616.728719374267,16.419072175238167,439.64200726938765,2.2448077881085307
55,43,low_rank,0.6312984496124031,0.5423934108527132,0.7788275193798448,0.7788275193798448,0.872093023255814,0.8616763565891472,0.8706395348837208,0.09181201550387598,0.093265503875969,0.08284883720930232,0.017199612403100778,0.0014534883720930232,0.010416666666666666,0.9534883720930233,0.9069767441860465,0.9844155844155844,0.8883116883116882,11,0.9090909090909091,0.9090909090909091,17616.728719374267,16.419072175238167,439.64200726938765,2.2448077881085307
56,43,low_rank,0.625484496124031,0.5351259689922481,0.7463662790697675,0.7463662790697675,0.8633720930232558,0.8507751937984495,0.8561046511627907,0.10973837209302326,0.11700581395348837,0.10440891472868219,0.016133720930232548,0.007267441860465116,0.012596899224806198,0.9069767441860465,0.9069767441860465,0.937888198757764,0.8923395445134578,13,0.8461538461538461,0.3846153846153826,17616.728719374267,16.419072175238167,439.64200726938765,2.2448077881085307
57,43,low_rank,0.6138565891472869,0.5305232558139535,0.7286821705426356,0.7286821705426356,0.8461724806201549,0.8234011627906976,0.8355135658914727,0.10683139534883719,0.11749031007751935,0.094718992248062,0.0128391472868217,0.01065891472868217,0.022771317829457367,0.9069767441860465,0.8372093023255814,0.909278350515464,0.8061855670103094,14,0.7653061224489797,0.7653061224489797,17616.728719374267,16.419072175238167,439.64200726938765,2.2448077881085307
58,43,low_rank,0.622577519379845,0.525920542635659,0.7727713178294575,0.7727713178294575,0.8720930232558142,0.8546511627906979,0.8531976744186048,0.08042635658914728,0.0993217054263566,0.0818798449612403,0.0009689922480619895,0.018895348837209308,0.017441860465116282,0.8837209302325582,0.9069767441860465,0.8097560975609754,0.8243902439024389,14,0.6904761904761905,0.9047619047619048,17616.728719374267,16.419072175238167,439.64200726938765,2.2448077881085307
59,43,low_rank,0.6102228682170542,0.5457848837209301,0.7662306201550387,0.7662306201550387,0.8703972868217055,0.8541666666666666,0.8662790697674417,0.1000484496124031,0.10416666666666667,0.08793604651162791,0.016715116279069756,0.004118217054263565,0.016230620155038757,0.9534883720930233,0.8837209302325582,0.9604651162790697,0.8441860465116279,11,0.9090909090909091,0.9090909090909091,17616.728719374267,16.419072175238167,439.64200726938765,2.2448077881085307
