method,candidate_id,parameters_json,train_mse,train_sigma,selected,selection_scope,fold
fixed_gain,fixed_gain:5e33c5b69818,"{""gain"": 0.16, ""initial_mean"": 60.0}",56.62564020645393,7.525001010395542,False,outer_fold_0_train,0
fixed_gain,fixed_gain:543eb330b279,"{""gain"": 0.17, ""initial_mean"": 60.0}",55.560766646554576,7.453909487413607,False,outer_fold_0_train,0
fixed_gain,fixed_gain:d08ff91ed12d,"{""gain"": 0.18, ""initial_mean"": 60.0}",54.51819801797177,7.38364395254618,False,outer_fold_0_train,0
fixed_gain,fixed_gain:bf33055fd45b,"{""gain"": 0.19, ""initial_mean"": 60.0}",53.497934320705504,7.314228210871295,False,outer_fold_0_train,0
fixed_gain,fixed_gain:8fb5eb0cb523,"{""gain"": 0.2, ""initial_mean"": 60.0}",52.49997555475579,7.245686686212411,False,outer_fold_0_train,0
fixed_gain,fixed_gain:d1b2ec005ab4,"{""gain"": 0.21, ""initial_mean"": 60.0}",51.524321720122614,7.178044421715612,False,outer_fold_0_train,0
fixed_gain,fixed_gain:0011a6a425a8,"{""gain"": 0.22, ""initial_mean"": 60.0}",50.57097281680598,7.111327078457718,False,outer_fold_0_train,0
fixed_gain,fixed_gain:3f84a6e2260a,"{""gain"": 0.23, ""initial_mean"": 60.0}",49.639928844805894,7.045560931878021,False,outer_fold_0_train,0
fixed_gain,fixed_gain:39791b13f5de,"{""gain"": 0.24, ""initial_mean"": 60.0}",48.73118980412236,6.980772865816675,False,outer_fold_0_train,0
fixed_gain,fixed_gain:c04b1bb6a0d4,"{""gain"": 0.25, ""initial_mean"": 60.0}",47.84475569475536,6.916990363933968,False,outer_fold_0_train,0
fixed_gain,fixed_gain:284993242341,"{""gain"": 0.26, ""initial_mean"": 60.0}",46.98062651670491,6.854241498277173,False,outer_fold_0_train,0
fixed_gain,fixed_gain:8d1b36abf1ce,"{""gain"": 0.27, ""initial_mean"": 60.0}",46.138802269970995,6.792554914755639,False,outer_fold_0_train,0
fixed_gain,fixed_gain:41c23e786d33,"{""gain"": 0.28, ""initial_mean"": 60.0}",45.31928295455363,6.731959815280661,False,outer_fold_0_train,0
fixed_gain,fixed_gain:58ad87057df3,"{""gain"": 0.29, ""initial_mean"": 60.0}",44.52206857045282,6.6724859363248425,False,outer_fold_0_train,0
fixed_gain,fixed_gain:5df0a22c90b6,"{""gain"": 0.3, ""initial_mean"": 60.0}",43.74715911766854,6.614163523656528,False,outer_fold_0_train,0
fixed_gain,fixed_gain:089da519f5c6,"{""gain"": 0.31, ""initial_mean"": 60.0}",42.994554596200814,6.557023303008829,False,outer_fold_0_train,0
fixed_gain,fixed_gain:03cc9f4395b3,"{""gain"": 0.32, ""initial_mean"": 60.0}",42.26425500604962,6.5010964464503695,False,outer_fold_0_train,0
fixed_gain,fixed_gain:f93a9ff21977,"{""gain"": 0.33, ""initial_mean"": 60.0}",41.55626034721497,6.446414534236452,False,outer_fold_0_train,0
fixed_gain,fixed_gain:9a787f1b6d04,"{""gain"": 0.34, ""initial_mean"": 60.0}",40.87057061969688,6.393009511935429,False,outer_fold_0_train,0
fixed_gain,fixed_gain:0459815646be,"{""gain"": 0.35, ""initial_mean"": 60.0}",40.20718582349534,6.340913642646092,False,outer_fold_0_train,0
fixed_gain,fixed_gain:f9c130991c7b,"{""gain"": 0.36, ""initial_mean"": 60.0}",39.56610595861032,6.2901594541482275,False,outer_fold_0_train,0
fixed_gain,fixed_gain:58ff68487772,"{""gain"": 0.37, ""initial_mean"": 60.0}",38.947331025041855,6.240779680860546,False,outer_fold_0_train,0
fixed_gain,fixed_gain:b9d0471ada2f,"{""gain"": 0.38, ""initial_mean"": 60.0}",38.350861022789935,6.19280720051819,False,outer_fold_0_train,0
fixed_gain,fixed_gain:b7b34868ca41,"{""gain"": 0.39, ""initial_mean"": 60.0}",37.77669595185456,6.1462749655262385,False,outer_fold_0_train,0
fixed_gain,fixed_gain:15456cac5910,"{""gain"": 0.4, ""initial_mean"": 60.0}",37.224835812235725,6.1012159289960985,False,outer_fold_0_train,0
fixed_gain,fixed_gain:ccca8f3f470d,"{""gain"": 0.41, ""initial_mean"": 60.0}",36.69528060393344,6.057662965528326,False,outer_fold_0_train,0
fixed_gain,fixed_gain:140b87e03ad6,"{""gain"": 0.42, ""initial_mean"": 60.0}",36.18803032694769,6.015648786868104,False,outer_fold_0_train,0
fixed_gain,fixed_gain:4e69b484b391,"{""gain"": 0.43, ""initial_mean"": 60.0}",35.703084981278494,5.975205852627882,False,outer_fold_0_train,0
fixed_gain,fixed_gain:b5ade562884d,"{""gain"": 0.44, ""initial_mean"": 60.0}",35.240444566925845,5.93636627634497,False,outer_fold_0_train,0
fixed_gain,fixed_gain:4315a0afad54,"{""gain"": 0.45, ""initial_mean"": 60.0}",34.80010908388973,5.899161727219362,False,outer_fold_0_train,0
fixed_gain,fixed_gain:65fbbffce939,"{""gain"": 0.46, ""initial_mean"": 60.0}",34.38207853217017,5.863623327957737,False,outer_fold_0_train,0
fixed_gain,fixed_gain:2b0cc67c33ef,"{""gain"": 0.47, ""initial_mean"": 60.0}",33.98635291176715,5.829781549232111,False,outer_fold_0_train,0
fixed_gain,fixed_gain:3171d0d2f7f8,"{""gain"": 0.48, ""initial_mean"": 60.0}",33.61293222268067,5.797666101344633,False,outer_fold_0_train,0
fixed_gain,fixed_gain:f0b13080c979,"{""gain"": 0.49, ""initial_mean"": 60.0}",33.26181646491074,5.76730582377168,False,outer_fold_0_train,0
fixed_gain,fixed_gain:52571962ebb0,"{""gain"": 0.5, ""initial_mean"": 60.0}",32.93300563845735,5.73872857333899,False,outer_fold_0_train,0
fixed_gain,fixed_gain:a2b4f0785686,"{""gain"": 0.51, ""initial_mean"": 60.0}",32.6264997433205,5.711961111852959,False,outer_fold_0_train,0
fixed_gain,fixed_gain:251bb8970e4f,"{""gain"": 0.52, ""initial_mean"": 60.0}",32.342298779500204,5.68702899407944,False,outer_fold_0_train,0
fixed_gain,fixed_gain:1901c5bb660a,"{""gain"": 0.53, ""initial_mean"": 60.0}",32.08040274699645,5.663956457018049,False,outer_fold_0_train,0
fixed_gain,fixed_gain:4256667a5fe3,"{""gain"": 0.54, ""initial_mean"": 60.0}",31.84081164580924,5.642766311465436,False,outer_fold_0_train,0
fixed_gain,fixed_gain:0eb160defb52,"{""gain"": 0.55, ""initial_mean"": 60.0}",31.623525475938575,5.623479836892685,False,outer_fold_0_train,0
fixed_gain,fixed_gain:15a4c1de2d4c,"{""gain"": 0.56, ""initial_mean"": 60.0}",31.428544237384454,5.606116680678744,False,outer_fold_0_train,0
fixed_gain,fixed_gain:046b9e94f8ec,"{""gain"": 0.57, ""initial_mean"": 60.0}",31.255867930146877,5.590694762741647,False,outer_fold_0_train,0
fixed_gain,fixed_gain:d841e53ae404,"{""gain"": 0.58, ""initial_mean"": 60.0}",31.10549655422584,5.577230186591355,False,outer_fold_0_train,0
fixed_gain,fixed_gain:79bf119c083b,"{""gain"": 0.59, ""initial_mean"": 60.0}",30.977430109621356,5.565737157791531,False,outer_fold_0_train,0
fixed_gain,fixed_gain:de28f9c70928,"{""gain"": 0.6, ""initial_mean"": 60.0}",30.87166859633341,5.556227910762248,False,outer_fold_0_train,0
fixed_gain,fixed_gain:8f306477e76a,"{""gain"": 0.61, ""initial_mean"": 60.0}",30.78821201436201,5.548712644781851,False,outer_fold_0_train,0
fixed_gain,fixed_gain:66a098e1007a,"{""gain"": 0.62, ""initial_mean"": 60.0}",30.727060363707153,5.543199469954798,False,outer_fold_0_train,0
fixed_gain,fixed_gain:66f987e890ea,"{""gain"": 0.63, ""initial_mean"": 60.0}",30.68821364436884,5.539694363804635,False,outer_fold_0_train,0
fixed_gain,fixed_gain:8b88e33eda90,"{""gain"": 0.64, ""initial_mean"": 60.0}",30.671671856347082,5.538201139029448,True,outer_fold_0_train,0
fixed_gain,fixed_gain:51c258c93a20,"{""gain"": 0.65, ""initial_mean"": 60.0}",30.677434999641857,5.538721422823309,False,outer_fold_0_train,0
fixed_gain,fixed_gain:f5a1f9326639,"{""gain"": 0.66, ""initial_mean"": 60.0}",30.70550307425318,5.541254648024505,False,outer_fold_0_train,0
fixed_gain,fixed_gain:84ebfec4d958,"{""gain"": 0.67, ""initial_mean"": 60.0}",30.755876080181043,5.545798056202646,False,outer_fold_0_train,0
fixed_gain,fixed_gain:656de11688f3,"{""gain"": 0.68, ""initial_mean"": 60.0}",30.828554017425454,5.552346712645515,False,outer_fold_0_train,0
fixed_gain,fixed_gain:81d87824795b,"{""gain"": 0.69, ""initial_mean"": 60.0}",30.923536885986408,5.560893533056213,False,outer_fold_0_train,0
fixed_gain,fixed_gain:eb122114664d,"{""gain"": 0.7, ""initial_mean"": 60.0}",31.040824685863907,5.571429321625098,False,outer_fold_0_train,0
fixed_gain,fixed_gain:7992045fa8ca,"{""gain"": 0.71, ""initial_mean"": 60.0}",31.18041741705795,5.583942820002543,False,outer_fold_0_train,0
fixed_gain,fixed_gain:8b8bc5888259,"{""gain"": 0.72, ""initial_mean"": 60.0}",31.342315079568536,5.598420766570563,False,outer_fold_0_train,0
fixed_gain,fixed_gain:fd430a9b7bc9,"{""gain"": 0.73, ""initial_mean"": 60.0}",31.526517673395674,5.614847965296627,False,outer_fold_0_train,0
fixed_gain,fixed_gain:eeb5ad80b467,"{""gain"": 0.74, ""initial_mean"": 60.0}",31.733025198539348,5.633207363353434,False,outer_fold_0_train,0
fixed_gain,fixed_gain:a1f0e2ccbc84,"{""gain"": 0.75, ""initial_mean"": 60.0}",31.96183765499957,5.6534801366060865,False,outer_fold_0_train,0
fixed_gain,fixed_gain:023dad6169b6,"{""gain"": 0.76, ""initial_mean"": 60.0}",32.212955042776336,5.675645782003695,False,outer_fold_0_train,0
fixed_gain,fixed_gain:bafe4a1c5a26,"{""gain"": 0.77, ""initial_mean"": 60.0}",32.48637736186965,5.699682215866921,False,outer_fold_0_train,0
fixed_gain,fixed_gain:d6721320c089,"{""gain"": 0.78, ""initial_mean"": 60.0}",32.782104612279504,5.7255658770360425,False,outer_fold_0_train,0
fixed_gain,fixed_gain:55dba496e548,"{""gain"": 0.79, ""initial_mean"": 60.0}",33.1001367940059,5.753271833835587,False,outer_fold_0_train,0
fixed_gain,fixed_gain:34375992902d,"{""gain"": 0.8, ""initial_mean"": 60.0}",33.44047390704885,5.782773893820235,False,outer_fold_0_train,0
fixed_gain,fixed_gain:07699ab9ea7c,"{""gain"": 0.81, ""initial_mean"": 60.0}",33.80311595140833,5.81404471529144,False,outer_fold_0_train,0
fixed_gain,fixed_gain:c7d1660c6003,"{""gain"": 0.82, ""initial_mean"": 60.0}",34.18806292708436,5.8470559196132506,False,outer_fold_0_train,0
fixed_gain,fixed_gain:da20efdc791c,"{""gain"": 0.83, ""initial_mean"": 60.0}",34.595314834076945,5.881778203407277,False,outer_fold_0_train,0
fixed_gain,fixed_gain:44f10e1392a2,"{""gain"": 0.84, ""initial_mean"": 60.0}",35.02487167238606,5.918181449768675,False,outer_fold_0_train,0
fixed_gain,fixed_gain:bff114795636,"{""gain"": 0.85, ""initial_mean"": 60.0}",35.47673344201172,5.956234837715159,False,outer_fold_0_train,0
fixed_gain,fixed_gain:d7dd333ed3bc,"{""gain"": 0.86, ""initial_mean"": 60.0}",35.95090014295393,5.995906949157394,False,outer_fold_0_train,0
fixed_gain,fixed_gain:75ae2912cf3a,"{""gain"": 0.87, ""initial_mean"": 60.0}",36.44737177521268,6.037165872759559,False,outer_fold_0_train,0
fixed_gain,fixed_gain:b6ab75411c79,"{""gain"": 0.88, ""initial_mean"": 60.0}",36.96614833878799,6.07997930414142,False,outer_fold_0_train,0
fixed_gain,fixed_gain:c9857a3b58f1,"{""gain"": 0.89, ""initial_mean"": 60.0}",37.50722983367983,6.12431464195626,False,outer_fold_0_train,0
fixed_gain,fixed_gain:37cbfe452bda,"{""gain"": 0.9, ""initial_mean"": 60.0}",38.07061625988821,6.170139079460706,False,outer_fold_0_train,0
fixed_gain,fixed_gain:a4ba00adabaf,"{""gain"": 0.91, ""initial_mean"": 60.0}",38.65630761741315,6.217419691271705,False,outer_fold_0_train,0
fixed_gain,fixed_gain:74818c9fca51,"{""gain"": 0.92, ""initial_mean"": 60.0}",39.264303906254625,6.266123515081284,False,outer_fold_0_train,0
fixed_gain,fixed_gain:ac18626b57ca,"{""gain"": 0.93, ""initial_mean"": 60.0}",39.89460512641264,6.316217628170569,False,outer_fold_0_train,0
fixed_gain,fixed_gain:bde1bef7da32,"{""gain"": 0.94, ""initial_mean"": 60.0}",40.5472112778872,6.3676692186299375,False,outer_fold_0_train,0
fixed_gain,fixed_gain:4299c0d5d12a,"{""gain"": 0.95, ""initial_mean"": 60.0}",41.22212236067831,6.420445651251812,False,outer_fold_0_train,0
fixed_gain,fixed_gain:9fa62b954a99,"{""gain"": 0.96, ""initial_mean"": 60.0}",41.919338374785966,6.474514528116063,False,outer_fold_0_train,0
fixed_gain,fixed_gain:7afcb0636a53,"{""gain"": 0.97, ""initial_mean"": 60.0}",42.63885932021016,6.5298437439352375,False,outer_fold_0_train,0
fixed_gain,fixed_gain:6473d48451b6,"{""gain"": 0.98, ""initial_mean"": 60.0}",43.38068519695091,6.586401536267806,False,outer_fold_0_train,0
fixed_gain,fixed_gain:0888afa88a67,"{""gain"": 0.99, ""initial_mean"": 60.0}",44.14481600500819,6.644156530742498,False,outer_fold_0_train,0
fixed_gain,fixed_gain:18f378b87b4c,"{""gain"": 0.01, ""initial_mean"": 60.0}",77.7714182967062,8.81881048082485,False,outer_fold_1_train,1
fixed_gain,fixed_gain:971e2bea8a48,"{""gain"": 0.02, ""initial_mean"": 60.0}",76.33924389079176,8.737233194255019,False,outer_fold_1_train,1
fixed_gain,fixed_gain:76f795af93e0,"{""gain"": 0.03, ""initial_mean"": 60.0}",74.92968636721429,8.656193526441879,False,outer_fold_1_train,1
fixed_gain,fixed_gain:4e5705ebc20b,"{""gain"": 0.04, ""initial_mean"": 60.0}",73.54274572597377,8.57570671874766,False,outer_fold_1_train,1
fixed_gain,fixed_gain:e7e7f3704907,"{""gain"": 0.05, ""initial_mean"": 60.0}",72.1784219670702,8.495788484129664,False,outer_fold_1_train,1
fixed_gain,fixed_gain:ff8513266c64,"{""gain"": 0.06, ""initial_mean"": 60.0}",70.83671509050357,8.416455019217032,False,outer_fold_1_train,1
fixed_gain,fixed_gain:bd51c0821f70,"{""gain"": 0.07, ""initial_mean"": 60.0}",69.51762509627392,8.337723016284118,False,outer_fold_1_train,1
fixed_gain,fixed_gain:6147c4e6f18e,"{""gain"": 0.08, ""initial_mean"": 60.0}",68.2211519843812,8.259609675062206,False,outer_fold_1_train,1
fixed_gain,fixed_gain:5811cdfc2aab,"{""gain"": 0.09, ""initial_mean"": 60.0}",66.94729575482543,8.18213271432488,False,outer_fold_1_train,1
fixed_gain,fixed_gain:12ae544d88b9,"{""gain"": 0.1, ""initial_mean"": 60.0}",65.69605640760662,8.105310383175134,False,outer_fold_1_train,1
fixed_gain,fixed_gain:f2b33598e6a8,"{""gain"": 0.11, ""initial_mean"": 60.0}",64.46743394272477,8.029161471954888,False,outer_fold_1_train,1
fixed_gain,fixed_gain:e12602065530,"{""gain"": 0.12, ""initial_mean"": 60.0}",63.26142836017987,7.953705322689537,False,outer_fold_1_train,1
fixed_gain,fixed_gain:86e1316a2a3e,"{""gain"": 0.13, ""initial_mean"": 60.0}",62.078039659971914,7.878961838971675,False,outer_fold_1_train,1
fixed_gain,fixed_gain:e9d584283cdb,"{""gain"": 0.14, ""initial_mean"": 60.0}",60.91726784210092,7.804951495179257,False,outer_fold_1_train,1
fixed_gain,fixed_gain:698ef017bcd3,"{""gain"": 0.15, ""initial_mean"": 60.0}",59.77911290656687,7.731695344914133,False,outer_fold_1_train,1
fixed_gain,fixed_gain:5e33c5b69818,"{""gain"": 0.16, ""initial_mean"": 60.0}",58.663574853369774,7.6592150285371785,False,outer_fold_1_train,1
fixed_gain,fixed_gain:543eb330b279,"{""gain"": 0.17, ""initial_mean"": 60.0}",57.570653682509636,7.587532779666236,False,outer_fold_1_train,1
fixed_gain,fixed_gain:d08ff91ed12d,"{""gain"": 0.18, ""initial_mean"": 60.0}",56.500349393986454,7.516671430492785,False,outer_fold_1_train,1
fixed_gain,fixed_gain:bf33055fd45b,"{""gain"": 0.19, ""initial_mean"": 60.0}",55.45266198780021,7.446654415762841,False,outer_fold_1_train,1
fixed_gain,fixed_gain:8fb5eb0cb523,"{""gain"": 0.2, ""initial_mean"": 60.0}",54.42759146395093,7.3775057752570365,False,outer_fold_1_train,1
fixed_gain,fixed_gain:d1b2ec005ab4,"{""gain"": 0.21, ""initial_mean"": 60.0}",53.42513782243859,7.309250154594423,False,outer_fold_1_train,1
fixed_gain,fixed_gain:0011a6a425a8,"{""gain"": 0.22, ""initial_mean"": 60.0}",52.44530106326322,7.241912804174269,False,outer_fold_1_train,1
fixed_gain,fixed_gain:3f84a6e2260a,"{""gain"": 0.23, ""initial_mean"": 60.0}",51.4880811864248,7.1755195760603145,False,outer_fold_1_train,1
fixed_gain,fixed_gain:39791b13f5de,"{""gain"": 0.24, ""initial_mean"": 60.0}",50.553478191923325,7.11009691860268,False,outer_fold_1_train,1
fixed_gain,fixed_gain:c04b1bb6a0d4,"{""gain"": 0.25, ""initial_mean"": 60.0}",49.6414920797588,7.0456718685842015,False,outer_fold_1_train,1
fixed_gain,fixed_gain:284993242341,"{""gain"": 0.26, ""initial_mean"": 60.0}",48.75212284993123,6.982272040670661,False,outer_fold_1_train,1
fixed_gain,fixed_gain:8d1b36abf1ce,"{""gain"": 0.27, ""initial_mean"": 60.0}",47.885370502440615,6.919925613938391,False,outer_fold_1_train,1
fixed_gain,fixed_gain:41c23e786d33,"{""gain"": 0.28, ""initial_mean"": 60.0}",47.04123503728695,6.858661315248549,False,outer_fold_1_train,1
fixed_gain,fixed_gain:58ad87057df3,"{""gain"": 0.29, ""initial_mean"": 60.0}",46.219716454470245,6.798508399235103,False,outer_fold_1_train,1
fixed_gain,fixed_gain:5df0a22c90b6,"{""gain"": 0.3, ""initial_mean"": 60.0}",45.420814753990484,6.73949662467387,False,outer_fold_1_train,1
fixed_gain,fixed_gain:089da519f5c6,"{""gain"": 0.31, ""initial_mean"": 60.0}",44.64452993584768,6.6816562270029785,False,outer_fold_1_train,1
fixed_gain,fixed_gain:03cc9f4395b3,"{""gain"": 0.32, ""initial_mean"": 60.0}",43.89086200004183,6.625017886771463,False,outer_fold_1_train,1
fixed_gain,fixed_gain:f93a9ff21977,"{""gain"": 0.33, ""initial_mean"": 60.0}",43.15981094657292,6.56961269380265,False,outer_fold_1_train,1
fixed_gain,fixed_gain:9a787f1b6d04,"{""gain"": 0.34, ""initial_mean"": 60.0}",42.45137677544098,6.5154721068730685,False,outer_fold_1_train,1
fixed_gain,fixed_gain:0459815646be,"{""gain"": 0.35, ""initial_mean"": 60.0}",41.76555948664598,6.462627908726138,False,outer_fold_1_train,1
fixed_gain,fixed_gain:f9c130991c7b,"{""gain"": 0.36, ""initial_mean"": 60.0}",41.10235908018794,6.411112156263369,False,outer_fold_1_train,1
fixed_gain,fixed_gain:58ff68487772,"{""gain"": 0.37, ""initial_mean"": 60.0}",40.46177555606685,6.360957125784362,False,outer_fold_1_train,1
fixed_gain,fixed_gain:b9d0471ada2f,"{""gain"": 0.38, ""initial_mean"": 60.0}",39.84380891428271,6.312195253181155,False,outer_fold_1_train,1
fixed_gain,fixed_gain:b7b34868ca41,"{""gain"": 0.39, ""initial_mean"": 60.0}",39.24845915483553,6.264859069032242,False,outer_fold_1_train,1
fixed_gain,fixed_gain:15456cac5910,"{""gain"": 0.4, ""initial_mean"": 60.0}",38.675726277725296,6.218981128587326,False,outer_fold_1_train,1
fixed_gain,fixed_gain:ccca8f3f470d,"{""gain"": 0.41, ""initial_mean"": 60.0}",38.12561028295202,6.174593936685393,False,outer_fold_1_train,1
fixed_gain,fixed_gain:140b87e03ad6,"{""gain"": 0.42, ""initial_mean"": 60.0}",37.598111170515686,6.1317298677058245,False,outer_fold_1_train,1
fixed_gain,fixed_gain:4e69b484b391,"{""gain"": 0.43, ""initial_mean"": 60.0}",37.09322894041631,6.090421080714888,False,outer_fold_1_train,1
fixed_gain,fixed_gain:b5ade562884d,"{""gain"": 0.44, ""initial_mean"": 60.0}",36.61096359265389,6.050699430037315,False,outer_fold_1_train,1
fixed_gain,fixed_gain:4315a0afad54,"{""gain"": 0.45, ""initial_mean"": 60.0}",36.15131512722841,6.01259637155434,False,outer_fold_1_train,1
fixed_gain,fixed_gain:65fbbffce939,"{""gain"": 0.46, ""initial_mean"": 60.0}",35.71428354413989,5.976142865104539,False,outer_fold_1_train,1
fixed_gain,fixed_gain:2b0cc67c33ef,"{""gain"": 0.47, ""initial_mean"": 60.0}",35.29986884338833,5.941369273440958,False,outer_fold_1_train,1
fixed_gain,fixed_gain:3171d0d2f7f8,"{""gain"": 0.48, ""initial_mean"": 60.0}",34.90807102497372,5.90830525827616,False,outer_fold_1_train,1
fixed_gain,fixed_gain:f0b13080c979,"{""gain"": 0.49, ""initial_mean"": 60.0}",34.53889008889607,5.876979674024411,False,outer_fold_1_train,1
fixed_gain,fixed_gain:52571962ebb0,"{""gain"": 0.5, ""initial_mean"": 60.0}",34.192326035155354,5.847420459925501,False,outer_fold_1_train,1
fixed_gain,fixed_gain:a2b4f0785686,"{""gain"": 0.51, ""initial_mean"": 60.0}",33.868378863751595,5.819654531306098,False,outer_fold_1_train,1
fixed_gain,fixed_gain:251bb8970e4f,"{""gain"": 0.52, ""initial_mean"": 60.0}",33.5670485746848,5.79370767079983,False,outer_fold_1_train,1
fixed_gain,fixed_gain:1901c5bb660a,"{""gain"": 0.53, ""initial_mean"": 60.0}",33.28833516795495,5.769604420404829,False,outer_fold_1_train,1
fixed_gain,fixed_gain:4256667a5fe3,"{""gain"": 0.54, ""initial_mean"": 60.0}",33.032238643562046,5.747367975305048,False,outer_fold_1_train,1
fixed_gain,fixed_gain:0eb160defb52,"{""gain"": 0.55, ""initial_mean"": 60.0}",32.7987590015061,5.727020080417573,False,outer_fold_1_train,1
fixed_gain,fixed_gain:15a4c1de2d4c,"{""gain"": 0.56, ""initial_mean"": 60.0}",32.587896241787114,5.708580930650551,False,outer_fold_1_train,1
fixed_gain,fixed_gain:046b9e94f8ec,"{""gain"": 0.57, ""initial_mean"": 60.0}",32.39965036440507,5.692069075863809,False,outer_fold_1_train,1
fixed_gain,fixed_gain:d841e53ae404,"{""gain"": 0.58, ""initial_mean"": 60.0}",32.234021369359986,5.677501331515475,False,outer_fold_1_train,1
fixed_gain,fixed_gain:79bf119c083b,"{""gain"": 0.59, ""initial_mean"": 60.0}",32.09100925665185,5.664892695952135,False,outer_fold_1_train,1
fixed_gain,fixed_gain:de28f9c70928,"{""gain"": 0.6, ""initial_mean"": 60.0}",31.970614026280668,5.654256275256779,False,outer_fold_1_train,1
fixed_gain,fixed_gain:8f306477e76a,"{""gain"": 0.61, ""initial_mean"": 60.0}",31.87283567824644,5.645603216508086,False,outer_fold_1_train,1
fixed_gain,fixed_gain:66a098e1007a,"{""gain"": 0.62, ""initial_mean"": 60.0}",31.79767421254916,5.638942650227005,False,outer_fold_1_train,1
fixed_gain,fixed_gain:66f987e890ea,"{""gain"": 0.63, ""initial_mean"": 60.0}",31.74512962918884,5.634281642693134,False,outer_fold_1_train,1
fixed_gain,fixed_gain:8b88e33eda90,"{""gain"": 0.64, ""initial_mean"": 60.0}",31.715201928165467,5.631625158705564,False,outer_fold_1_train,1
fixed_gain,fixed_gain:51c258c93a20,"{""gain"": 0.65, ""initial_mean"": 60.0}",31.707891109479046,5.630976035242829,True,outer_fold_1_train,1
fixed_gain,fixed_gain:f5a1f9326639,"{""gain"": 0.66, ""initial_mean"": 60.0}",31.72319717312958,5.632334966346513,False,outer_fold_1_train,1
fixed_gain,fixed_gain:84ebfec4d958,"{""gain"": 0.67, ""initial_mean"": 60.0}",31.761120119117074,5.63570049941594,False,outer_fold_1_train,1
fixed_gain,fixed_gain:656de11688f3,"{""gain"": 0.68, ""initial_mean"": 60.0}",31.821659947441503,5.641069042959987,False,outer_fold_1_train,1
fixed_gain,fixed_gain:81d87824795b,"{""gain"": 0.69, ""initial_mean"": 60.0}",31.904816658102895,5.648434885709748,False,outer_fold_1_train,1
fixed_gain,fixed_gain:eb122114664d,"{""gain"": 0.7, ""initial_mean"": 60.0}",32.010590251101235,5.657790226855467,False,outer_fold_1_train,1
fixed_gain,fixed_gain:7992045fa8ca,"{""gain"": 0.71, ""initial_mean"": 60.0}",32.138980726436536,5.66912521703627,False,outer_fold_1_train,1
fixed_gain,fixed_gain:8b8bc5888259,"{""gain"": 0.72, ""initial_mean"": 60.0}",32.289988084108785,5.682428009584353,False,outer_fold_1_train,1
fixed_gain,fixed_gain:fd430a9b7bc9,"{""gain"": 0.73, ""initial_mean"": 60.0}",32.46361232411798,5.697684821409305,False,outer_fold_1_train,1
fixed_gain,fixed_gain:eeb5ad80b467,"{""gain"": 0.74, ""initial_mean"": 60.0}",32.65985344646413,5.7148800028053195,False,outer_fold_1_train,1
fixed_gain,fixed_gain:a1f0e2ccbc84,"{""gain"": 0.75, ""initial_mean"": 60.0}",32.87871145114724,5.733996115376016,False,outer_fold_1_train,1
