direct_reliability,association_load,distractor_writes,interference_pressure,actuator_mode,n_seeds,n_blocks,mean_full_accuracy,sd_full_accuracy,mean_deployment_accuracy
0.9500000000000001,8,8,0.9375,fixed_routing,5,30,0.9484375,0.017720478424790027,0.9484375
0.9500000000000001,8,8,0.9375,matched_probe_random,5,30,0.89375,0.03944318808370967,0.890625
0.9500000000000001,8,8,0.9375,oracle_hidden_train_map,5,30,0.9484375,0.017720478424790027,0.9484375
0.9500000000000001,8,8,0.9375,reward_only_local,5,30,0.9138020833333333,0.030117080638013535,0.9307291666666667
0.9500000000000001,8,8,0.9375,train_fixed_best,5,30,0.92578125,0.05086924570842353,0.925
0.9500000000000001,8,24,1.9375,associative_query_shuffled,5,30,0.49244791666666665,0.044264758288383575,0.4979166666666667
0.9500000000000001,8,24,1.9375,fixed_associative,5,30,0.7661458333333333,0.03438805917038279,0.7677083333333333
0.9500000000000001,8,24,1.9375,fixed_routing,5,30,0.9565104166666667,0.017730373159172537,0.9572916666666667
0.9500000000000001,8,24,1.9375,matched_probe_random,5,30,0.8578125,0.05968893864487562,0.8614583333333333
0.9500000000000001,8,24,1.9375,oracle_hidden_train_map,5,30,0.9565104166666667,0.017730373159172537,0.9572916666666667
0.9500000000000001,8,24,1.9375,reward_only_local,5,30,0.9057291666666667,0.02469961418913166,0.9572916666666667
0.9500000000000001,8,24,1.9375,train_fixed_best,5,30,0.9203125,0.07572832425735812,0.9203125
0.9500000000000001,8,48,3.4375,associative_query_shuffled,5,30,0.5080729166666667,0.028758675992880917,0.5052083333333334
0.9500000000000001,8,48,3.4375,fixed_associative,5,30,0.7052083333333333,0.03788268576470162,0.7161458333333334
0.9500000000000001,8,48,3.4375,fixed_routing,5,30,0.94921875,0.018775799419938375,0.9557291666666666
0.9500000000000001,8,48,3.4375,matched_probe_random,5,30,0.8395833333333333,0.06215331288966756,0.8640625
0.9500000000000001,8,48,3.4375,oracle_hidden_train_map,5,30,0.94921875,0.018775799419938375,0.9557291666666666
0.9500000000000001,8,48,3.4375,reward_only_local,5,30,0.8854166666666666,0.025239068847015097,0.9557291666666666
0.9500000000000001,8,48,3.4375,train_fixed_best,5,30,0.896875,0.10576317859312233,0.9057291666666667
0.9500000000000001,16,8,1.4375,associative_query_shuffled,5,30,0.49583333333333335,0.03820355930076576,0.496875
0.9500000000000001,16,8,1.4375,fixed_associative,5,30,0.7953125,0.0424649640068545,0.7864583333333334
0.9500000000000001,16,8,1.4375,fixed_routing,5,30,0.95078125,0.018820583739779014,0.9526041666666667
0.9500000000000001,16,8,1.4375,matched_probe_random,5,30,0.8528645833333334,0.05532203206229355,0.8302083333333333
0.9500000000000001,16,8,1.4375,oracle_hidden_train_map,5,30,0.95078125,0.018820583739779014,0.9526041666666667
0.9500000000000001,16,8,1.4375,reward_only_local,5,30,0.9135416666666667,0.022840210103181418,0.9515625
0.9500000000000001,16,8,1.4375,train_fixed_best,5,30,0.9125,0.07721452217908771,0.9125
0.9500000000000001,16,24,2.4375,associative_query_shuffled,5,30,0.49947916666666664,0.035174703809338785,0.5177083333333333
0.9500000000000001,16,24,2.4375,fixed_associative,5,30,0.7463541666666667,0.029356231776391115,0.75
0.9500000000000001,16,24,2.4375,fixed_routing,5,30,0.94609375,0.02324363065100883,0.946875
0.9500000000000001,16,24,2.4375,matched_probe_random,5,30,0.8494791666666667,0.05396822763542634,0.8489583333333334
0.9500000000000001,16,24,2.4375,oracle_hidden_train_map,5,30,0.94609375,0.02324363065100883,0.946875
0.9500000000000001,16,24,2.4375,reward_only_local,5,30,0.8984375,0.026592591981148866,0.946875
0.9500000000000001,16,24,2.4375,train_fixed_best,5,30,0.9065104166666667,0.08241158579278003,0.9057291666666667
0.9500000000000001,16,48,3.9375,associative_query_shuffled,5,30,0.4895833333333333,0.043538461288274474,0.49583333333333335
0.9500000000000001,16,48,3.9375,fixed_associative,5,30,0.709375,0.03734928405467171,0.7208333333333333
0.9500000000000001,16,48,3.9375,fixed_routing,5,30,0.9510416666666667,0.020714008132235017,0.953125
0.9500000000000001,16,48,3.9375,matched_probe_random,5,30,0.84453125,0.06354692925022909,0.8619791666666666
0.9500000000000001,16,48,3.9375,oracle_hidden_train_map,5,30,0.9510416666666667,0.020714008132235017,0.953125
0.9500000000000001,16,48,3.9375,reward_only_local,5,30,0.8901041666666667,0.024356388414730028,0.953125
0.9500000000000001,16,48,3.9375,train_fixed_best,5,30,0.9002604166666667,0.10282257390030745,0.9005208333333333
0.9500000000000001,24,8,1.9375,associative_query_shuffled,5,30,0.48776041666666664,0.048276608716580856,0.490625
0.9500000000000001,24,8,1.9375,fixed_associative,5,30,0.7815104166666667,0.03285758226201199,0.7963541666666667
0.9500000000000001,24,8,1.9375,fixed_routing,5,30,0.95703125,0.017619234735108746,0.9546875
0.9500000000000001,24,8,1.9375,matched_probe_random,5,30,0.8690104166666667,0.04659052206820227,0.8770833333333333
0.9500000000000001,24,8,1.9375,oracle_hidden_train_map,5,30,0.95703125,0.017619234735108746,0.9546875
0.9500000000000001,24,8,1.9375,reward_only_local,5,30,0.9078125,0.030389555012854515,0.9546875
0.9500000000000001,24,8,1.9375,train_fixed_best,5,30,0.92109375,0.07567132869541922,0.9223958333333333
0.9500000000000001,24,24,2.9375,associative_query_shuffled,5,30,0.503125,0.03825127477028346,0.5020833333333333
0.9500000000000001,24,24,2.9375,fixed_associative,5,30,0.7182291666666667,0.03451024856107424,0.7140625
0.9500000000000001,24,24,2.9375,fixed_routing,5,30,0.9481770833333333,0.016728708831641816,0.95
0.9500000000000001,24,24,2.9375,matched_probe_random,5,30,0.8330729166666667,0.06605218532526247,0.8265625
0.9500000000000001,24,24,2.9375,oracle_hidden_train_map,5,30,0.9481770833333333,0.016728708831641816,0.95
0.9500000000000001,24,24,2.9375,reward_only_local,5,30,0.890625,0.027602302854016134,0.9416666666666667
0.9500000000000001,24,24,2.9375,train_fixed_best,5,30,0.9067708333333333,0.08905099870282905,0.9046875
0.9500000000000001,24,48,4.4375,associative_query_shuffled,5,30,0.49192708333333335,0.04301077164142829,0.5125
0.9500000000000001,24,48,4.4375,fixed_associative,5,30,0.68984375,0.02917043476788466,0.6822916666666666
0.9500000000000001,24,48,4.4375,fixed_routing,5,30,0.95625,0.012910813931712856,0.9489583333333333
0.9500000000000001,24,48,4.4375,matched_probe_random,5,30,0.8317708333333333,0.0755706707337157,0.8151041666666666
0.9500000000000001,24,48,4.4375,oracle_hidden_train_map,5,30,0.95625,0.012910813931712856,0.9489583333333333
0.9500000000000001,24,48,4.4375,reward_only_local,5,30,0.8940104166666667,0.025268238139146356,0.9395833333333333
0.9500000000000001,24,48,4.4375,train_fixed_best,5,30,0.90234375,0.11371007937943958,0.8979166666666667
