hazard,feedback_fraction,feedback_delay,selector_mode,n_seeds,mean_accuracy,sd_accuracy,mean_dynamic_regret,mean_switch_latency,mean_false_switch_rate,mean_context_nll,mean_context_brier,expected_feedback_per_dwell,delay_fraction_of_expected_dwell
0.01,0.25,4,cumulative_sample_average,30,0.7615071614583333,0.012530193912758,0.13653971354166666,9.583333333333334,0.0019886717438128334,1.637150943267124,0.327602459877731,25.0,0.04
0.01,0.25,4,matched_random,30,0.7548828125,0.01086565294733823,0.1431640625,,,,,25.0,0.04
0.01,0.25,4,no_feedback_local,30,0.7548828125,0.01086565294733823,0.1431640625,2.7666666666666666,0.0,0.6931471805599451,0.25,25.0,0.04
0.01,0.25,4,oracle_hidden_state,30,0.898046875,0.008957367299152509,0.0,0.0,0.0,9.999778782803791e-13,0.0,25.0,0.04
0.01,0.25,4,persistent_rpe_local,30,0.8177490234375,0.013669582231069906,0.0802978515625,14.783333333333333,0.0267694156581404,0.8522103119939868,0.220143163672965,25.0,0.04
0.01,0.25,4,train_fixed_best,30,0.7605875651041667,0.017647847813141417,0.13745930989583333,,,,,25.0,0.04
0.01,0.25,16,bayes_reward_filter,30,0.7940673828125,0.010663211581853347,0.1039794921875,18.05,0.023373521722440234,0.5900796291255789,0.2013603366835294,25.0,0.16
0.01,0.25,16,credit_shuffled_local,30,0.7186360677083333,0.013804536567101441,0.17941080729166667,0.16666666666666666,0.05468735753851481,1.7900748818005867,0.5007269320012547,25.0,0.16
0.01,0.25,16,cumulative_sample_average,30,0.7595703125,0.015680333519958282,0.1384765625,7.05,0.0017751880260943667,1.8167330220548017,0.3554836058717002,25.0,0.16
0.01,0.25,16,matched_random,30,0.7548828125,0.01086565294733823,0.1431640625,,,,,25.0,0.16
0.01,0.25,16,no_feedback_local,30,0.7548828125,0.01086565294733823,0.1431640625,2.7666666666666666,0.0,0.6931471805599451,0.25,25.0,0.16
0.01,0.25,16,oracle_hidden_state,30,0.898046875,0.008957367299152509,0.0,0.0,0.0,9.999778782803791e-13,0.0,25.0,0.16
0.01,0.25,16,persistent_rpe_local,30,0.8005452473958333,0.01516825354661834,0.09750162760416667,17.683333333333334,0.032686986656035935,1.0210694134664922,0.2654348852085581,25.0,0.16
0.01,0.25,16,train_fixed_best,30,0.7605875651041667,0.017647847813141417,0.13745930989583333,,,,,25.0,0.16
0.01,0.5,0,bayes_reward_filter,30,0.8383138020833333,0.011548604113573174,0.059733072916666664,8.283333333333333,0.025461840029104302,0.39266648848091706,0.12168132319534768,50.0,0.0
0.01,0.5,0,credit_shuffled_local,30,0.6973470052083334,0.012864074682774033,0.20069986979166668,0.5666666666666667,0.10340909704913534,2.1469431829659245,0.5692775051805865,50.0,0.0
0.01,0.5,0,cumulative_sample_average,30,0.7578938802083334,0.02326227508530248,0.14015299479166668,7.7,0.0017835819356972666,2.8709769108401497,0.3979595016467005,50.0,0.0
0.01,0.5,0,matched_random,30,0.7548828125,0.01086565294733823,0.1431640625,,,,,50.0,0.0
0.01,0.5,0,no_feedback_local,30,0.7548828125,0.01086565294733823,0.1431640625,2.7666666666666666,0.0,0.6931471805599451,0.25,50.0,0.0
0.01,0.5,0,oracle_hidden_state,30,0.898046875,0.008957367299152509,0.0,0.0,0.0,9.999778782803791e-13,0.0,50.0,0.0
