seed,method,privileged,overall_nll,latent_mse,jump_auc,jump_recall_at_half,false_release_rate_at_half,release_mass,mean_write_gain,q_lower_clip_fraction,q_upper_clip_fraction,r_lower_clip_fraction,r_upper_clip_fraction
43004,dynamic_parameter_oracle,True,0.7304772534635542,0.04994104018481588,0.943262767483032,0.6701030927835051,0.0020389669234254643,202.43788951620337,,0.0,0.0,0.0,0.0
43005,learned_event_learned_qr,False,0.8595045890385571,0.06829656458106924,0.9050596334930325,0.6901408450704225,0.007053469852104664,233.6071322814771,0.6202142227448108,0.0,0.00021701388888888888,0.0,0.0
43005,oracle_event_learned_qr,True,0.8503761540657133,0.06219106689169513,0.9102191457428682,1.0,0.0,213.0,0.617461743296993,0.0,0.0,0.0,0.0
43005,learned_event_oracle_qr,True,0.7608258127949872,0.05071666072021553,0.9150229400674048,0.6713615023474179,0.0009101251422070534,193.8154605206346,0.46444402762334014,0.0,0.0,0.0,0.0
43005,oracle_event_oracle_qr,True,0.7460741763108545,0.04239722252782198,0.9161167993932499,1.0,0.0,213.0,0.45125543993588707,0.0,0.0,0.0,0.0
43005,h_plus_total_variance,False,0.8572543882668212,0.07895613428126687,0.8999813061150367,0.647887323943662,0.0036405005688282138,201.6280093653048,,0.0,0.0,0.0,0.0
43005,generator_supported_seen_mode_imm,True,0.9096181981243683,0.07409519242153177,0.9124389110544954,0.6384976525821596,0.002502844141069397,166.56726162690472,,0.0,0.0,0.0,0.0
43005,selected_fixed_jump,False,1.1471982942067842,0.07144824660361611,0.9190821836594082,0.7652582159624414,0.02844141069397042,322.90337498444165,,0.0,0.0,0.0,0.0
43005,dynamic_parameter_oracle,True,0.7458438307105548,0.049939356280793885,0.9454993136673663,0.6948356807511737,0.002502844141069397,221.36675971814893,,0.0,0.0,0.0,0.0
43006,learned_event_learned_qr,False,0.8269559330416301,0.061411683734872304,0.9193906104056995,0.6495726495726496,0.0054869684499314125,259.3658617100766,0.420995129132,0.0,0.0,0.0,0.0
43006,oracle_event_learned_qr,True,0.8163185703467243,0.051975609078313244,0.9211375298480923,1.0,0.0,234.0,0.40377921831694863,0.0,0.0,0.0,0.0
43006,learned_event_oracle_qr,True,0.762398310837723,0.05049636028606861,0.9262424817980374,0.6709401709401709,0.00205761316872428,233.45312464123072,0.47003757250281314,0.0,0.0,0.0,0.0
43006,oracle_event_oracle_qr,True,0.7488519740372213,0.042525036669032984,0.9268540990077341,1.0,0.0,234.0,0.4527877340549138,0.0,0.0,0.0,0.0
43006,h_plus_total_variance,False,0.8578043725458444,0.08006896703781059,0.9143862919583086,0.6324786324786325,0.006401463191586648,258.56201101823825,,0.0,0.0,0.0,0.0
43006,generator_supported_seen_mode_imm,True,0.9213728472389376,0.06886657143674954,0.9104166422410592,0.6239316239316239,0.002286236854138089,173.8591591203043,,0.0,0.0,0.0,0.0
43006,selected_fixed_jump,False,1.1532094003391566,0.06984106944606554,0.9131317927614224,0.7264957264957265,0.02240512117055327,306.5162501673626,,0.0,0.0,0.0,0.0
43006,dynamic_parameter_oracle,True,0.7524924454171278,0.049364027549486995,0.9467785554891179,0.6709401709401709,0.001828989483310471,223.11534580413172,,0.0,0.0,0.0,0.0
43007,learned_event_learned_qr,False,0.833395628976563,0.059774748650974,0.9393423695640977,0.7075471698113207,0.0031847133757961785,206.30517871543947,0.4117502653785631,0.0,0.0,0.0,0.0
43007,oracle_event_learned_qr,True,0.8241270888347382,0.05442549378965327,0.9368046852198397,1.0,0.0,212.0,0.3993943333020727,0.0,0.0,0.0,0.0
43007,learned_event_oracle_qr,True,0.7649353536742693,0.05049580293526079,0.9475863563788693,0.6981132075471698,0.0009099181073703367,194.818239576604,0.4646080836563146,0.0,0.0,0.0,0.0
43007,oracle_event_oracle_qr,True,0.7527156448234409,0.04446491262804236,0.9451667038645767,1.0,0.0,212.0,0.4530395339375946,0.0,0.0,0.0,0.0
43007,h_plus_total_variance,False,0.8437701173570936,0.05791740549652857,0.940464744965406,0.7075471698113207,0.007051865332120109,230.12533200526107,,0.0,0.0,0.0,0.0
43007,generator_supported_seen_mode_imm,True,0.9202343127954234,0.07077241312190383,0.9456881899496971,0.6698113207547169,0.0018198362147406734,170.54270190875724,,0.0,0.0,0.0,0.0
43007,selected_fixed_jump,False,1.148339095106506,0.07058786892819346,0.9419551650728794,0.7830188679245284,0.026387625113739762,323.5941112808558,,0.0,0.0,0.0,0.0
43007,dynamic_parameter_oracle,True,0.7488974812203071,0.049707086987187205,0.9686711332772503,0.7358490566037735,0.0011373976342129207,221.05210079348058,,0.0,0.0,0.0,0.0
